ChunkID, Package Name, Class Type, Hard or Soft Chunk, File Size, Other Chunks
0,/Engine/BasicShapes/Plane,StaticMesh,Hard,4951,None
0,/Engine/BasicShapes/Sphere,StaticMesh,Hard,74408,None
0,/Engine/BufferVisualization/AmbientOcclusion,Material,Hard,33037,None
0,/Engine/BufferVisualization/BaseColor,Material,Hard,12385,None
0,/Engine/BufferVisualization/CustomDepth,Material,Hard,11818,None
0,/Engine/BufferVisualization/CustomDepthWorldUnits,Material,Hard,15876,None
0,/Engine/BufferVisualization/CustomStencil,Material,Hard,19042,None
0,/Engine/BufferVisualization/FinalImage,Material,Hard,14996,None
0,/Engine/BufferVisualization/LightingModel,Material,Hard,12421,None
0,/Engine/BufferVisualization/MaterialAO,Material,Hard,12394,None
0,/Engine/BufferVisualization/Metallic,Material,Hard,12376,None
0,/Engine/BufferVisualization/Opacity,Material,Hard,12367,None
0,/Engine/BufferVisualization/PostTonemapHDRColor,Material,Hard,15096,None
0,/Engine/BufferVisualization/PreTonemapHDRColor,Material,Hard,15084,None
0,/Engine/BufferVisualization/Roughness,Material,Hard,12382,None
0,/Engine/BufferVisualization/SceneColor,Material,Hard,11890,None
0,/Engine/BufferVisualization/SceneDepth,Material,Hard,11809,None
0,/Engine/BufferVisualization/SceneDepthWorldUnits,Material,Hard,15840,None
0,/Engine/BufferVisualization/SeparateTranslucencyA,Material,Hard,11913,None
0,/Engine/BufferVisualization/SeparateTranslucencyRGB,Material,Hard,11926,None
0,/Engine/BufferVisualization/Specular,Material,Hard,12376,None
0,/Engine/BufferVisualization/SubsurfaceColor,Material,Hard,12436,None
0,/Engine/BufferVisualization/Velocity,Material,Hard,16780,None
0,/Engine/BufferVisualization/WorldNormal,Material,Hard,12402,None
0,/Engine/EditorBlueprintResources/ActorMacros,Blueprint,Hard,1085,None
0,/Engine/EditorBlueprintResources/StandardMacros,Blueprint,Hard,1037,None
0,/Engine/EditorLandscapeResources/DataLayer,LandscapeLayerInfoObject,Hard,746,None
0,/Engine/EditorLandscapeResources/DefaultAlphaTexture,Texture2D,Hard,22947,None
0,/Engine/EditorLandscapeResources/LandscapeGizmo_Mat,Material,Hard,24260,None
0,/Engine/EditorLandscapeResources/LandscapeGizmo_Mat_Copied,MaterialInstanceConstant,Hard,24223,None
0,/Engine/EditorLandscapeResources/LandscapeGizmoHeight_Mat,Material,Hard,425973,None
0,/Engine/EditorLandscapeResources/SplineEditorMesh,StaticMesh,Hard,6107,None
0,/Engine/EditorLandscapeResources/SplineEditorMeshMat,Material,Hard,16692,None
0,/Engine/EditorMaterials/Camera/CineMat,Material,Hard,441934,None
0,/Engine/EditorMaterials/Camera/MI_CineMat_CameraBody,MaterialInstanceConstant,Hard,1875,None
0,/Engine/EditorMaterials/Camera/MI_CineMat_CamViewFinder,MaterialInstanceConstant,Hard,2370,None
0,/Engine/EditorMaterials/Camera/MI_CineMat_Rig,MaterialInstanceConstant,Hard,1861,None
0,/Engine/EditorMaterials/CompositeARGBLayer,MaterialFunction,Hard,927,None
0,/Engine/EditorMaterials/Cross,Texture2D,Hard,1961,None
0,/Engine/EditorMaterials/Cross_Mat,Material,Hard,24521,None
0,/Engine/EditorMaterials/GizmoMaterial,Material,Hard,8828,None
0,/Engine/EditorMaterials/HelpActorMaterial,Material,Hard,110962,None
0,/Engine/EditorMaterials/LevelGridMaterial,Material,Hard,32646,None
0,/Engine/EditorMaterials/LevelGridMaterial2,Material,Hard,30789,None
0,/Engine/EditorMaterials/MakeCompositeARGBLayer,MaterialFunction,Hard,907,None
0,/Engine/EditorMaterials/MAT_Groups_Toggle,Texture2D,Hard,1373,None
0,/Engine/EditorMaterials/MAT_Groups_Visibility,Texture2D,Hard,1381,None
0,/Engine/EditorMaterials/MatineeCam_mat,Material,Hard,215915,None
0,/Engine/EditorMaterials/MatineeGroups/MAT_ColorTrack,Texture2D,Hard,1405,None
0,/Engine/EditorMaterials/MatineeGroups/MAT_Groups_Anim,Texture2D,Hard,1383,None
0,/Engine/EditorMaterials/MatineeGroups/MAT_Groups_AudioMaster,Texture2D,Hard,1397,None
0,/Engine/EditorMaterials/MatineeGroups/MAT_Groups_Director,Texture2D,Hard,1391,None
0,/Engine/EditorMaterials/MatineeGroups/MAT_Groups_Event,Texture2D,Hard,1385,None
0,/Engine/EditorMaterials/MatineeGroups/MAT_Groups_Fade,Texture2D,Hard,1383,None
0,/Engine/EditorMaterials/MatineeGroups/MAT_Groups_Float,Texture2D,Hard,1385,None
0,/Engine/EditorMaterials/MatineeGroups/MAT_Groups_Move,Texture2D,Hard,1383,None
0,/Engine/EditorMaterials/MatineeGroups/MAT_Groups_Slomo,Texture2D,Hard,1385,None
0,/Engine/EditorMaterials/MatineeGroups/MAT_Groups_Sound,Texture2D,Hard,1385,None
0,/Engine/EditorMaterials/MatineeGroups/MAT_Groups_Vector,Texture2D,Hard,1387,None
0,/Engine/EditorMaterials/ParticleSystems/PSysThumbnail_NoImage,Texture2D,Hard,41282,None
0,/Engine/EditorMaterials/ParticleSystems/PSysThumbnail_OOD,Texture2D,Hard,11654,None
0,/Engine/EditorMaterials/PhAT_BoneSelectedMaterial,Material,Hard,31247,None
0,/Engine/EditorMaterials/PhAT_ElemSelectedMaterial,Material,Hard,31065,None
0,/Engine/EditorMaterials/PhAT_NoCollisionMaterial,Material,Hard,30248,None
0,/Engine/EditorMaterials/PhAT_UnselectedMaterial,Material,Hard,30239,None
0,/Engine/EditorMaterials/PreviewShadowIndicator,Texture2D,Hard,350966,None
0,/Engine/EditorMaterials/PreviewShadowIndicatorMaterial,Material,Hard,9502,None
0,/Engine/EditorMaterials/TargetIcon,Texture2D,Hard,350918,None
0,/Engine/EditorMaterials/TextureGridCascaded1D,MaterialFunction,Hard,1777,None
0,/Engine/EditorMaterials/TextureGridCascaded2D,MaterialFunction,Hard,1665,None
0,/Engine/EditorMaterials/Thumbnails/FloorPlaneMaterial,Material,Hard,377548,None
0,/Engine/EditorMaterials/Thumbnails/SkySphereMaterial,Material,Hard,7823,None
0,/Engine/EditorMaterials/Tick,Texture2D,Hard,1959,None
0,/Engine/EditorMaterials/Tick_Mat,Material,Hard,24507,None
0,/Engine/EditorMaterials/TilingAADots,MaterialFunction,Hard,2234,None
0,/Engine/EditorMaterials/TilingAAGrid,MaterialFunction,Hard,2582,None
0,/Engine/EditorMaterials/TilingAALineBoxFiltered,MaterialFunction,Hard,1683,None
0,/Engine/EditorMaterials/TilingAALineIntegral,MaterialFunction,Hard,915,None
0,/Engine/EditorMaterials/WidgetGridVertexColorMaterial,Texture2D,Hard,41381,None
0,/Engine/EditorMaterials/WidgetGridVertexColorMaterial_Ma,Material,Hard,30833,None
0,/Engine/EditorMaterials/WidgetMaterial,Material,Hard,7814,None
0,/Engine/EditorMaterials/WidgetMaterial_Current,Material,Hard,7864,None
0,/Engine/EditorMaterials/WidgetMaterial_X,Material,Hard,7839,None
0,/Engine/EditorMaterials/WidgetMaterial_Y,Material,Hard,7838,None
0,/Engine/EditorMaterials/WidgetMaterial_Z,Material,Hard,7842,None
0,/Engine/EditorMaterials/WidgetVertexColorMaterial,Material,Hard,29810,None
0,/Engine/EditorMeshes/Camera/SM_CineCam,StaticMesh,Hard,271045,None
0,/Engine/EditorMeshes/Camera/SM_CraneRig_Arm,StaticMesh,Hard,5082,None
0,/Engine/EditorMeshes/Camera/SM_CraneRig_Base,StaticMesh,Hard,79344,None
0,/Engine/EditorMeshes/Camera/SM_CraneRig_Body,StaticMesh,Hard,74584,None
0,/Engine/EditorMeshes/Camera/SM_CraneRig_Mount,StaticMesh,Hard,17982,None
0,/Engine/EditorMeshes/Camera/SM_RailRig_Mount,StaticMesh,Hard,123876,None
0,/Engine/EditorMeshes/Camera/SM_RailRig_Track,StaticMesh,Hard,98508,None
0,/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall,Material,Hard,910358,None
0,/Engine/EditorMeshes/EditorCube,StaticMesh,Hard,7245,None
0,/Engine/EditorMeshes/EditorCylinder,StaticMesh,Hard,40954,None
0,/Engine/EditorMeshes/EditorPlane,StaticMesh,Hard,5723,None
0,/Engine/EditorMeshes/EditorSkySphere,StaticMesh,Hard,178974,None
0,/Engine/EditorMeshes/EditorSphere,StaticMesh,Hard,288722,None
0,/Engine/EditorMeshes/MatineeCam_SM,StaticMesh,Hard,316133,None
0,/Engine/EditorMeshes/PlanarReflectionPlane,StaticMesh,Hard,128466,None
0,/Engine/EditorResources/AI/S_NavLink,Texture2D,Hard,30668,None
0,/Engine/EditorResources/Bad,Texture2D,Hard,88625,None
0,/Engine/EditorResources/BSPVertex,Texture2D,Hard,1357,None
0,/Engine/EditorResources/EmptyActor,Texture2D,Hard,263353,None
0,/Engine/EditorResources/LevelGrid1DStripes,Texture2D,Hard,34406,None
0,/Engine/EditorResources/LightIcons/S_LightDirectional,Texture2D,Hard,263447,None
0,/Engine/EditorResources/LightIcons/S_LightDirectionalMove,Texture2D,Hard,263455,None
0,/Engine/EditorResources/LightIcons/S_LightError,Texture2D,Hard,263435,None
0,/Engine/EditorResources/LightIcons/S_LightPoint,Texture2D,Hard,263435,None
0,/Engine/EditorResources/LightIcons/S_LightPointMove,Texture2D,Hard,263443,None
0,/Engine/EditorResources/LightIcons/S_LightSpot,Texture2D,Hard,263433,None
0,/Engine/EditorResources/LightIcons/S_LightSpotMove,Texture2D,Hard,263441,None
0,/Engine/EditorResources/LightIcons/SkyLight,Texture2D,Hard,263360,None
0,/Engine/EditorResources/MatineeCam_D,Texture2D,Hard,3947,None
0,/Engine/EditorResources/MatInstActSprite,Texture2D,Hard,88651,None
0,/Engine/EditorResources/S_Actor,Texture2D,Hard,88633,None
0,/Engine/EditorResources/S_DecalActorIcon,Texture2D,Hard,41355,None
0,/Engine/EditorResources/S_Emitter,Texture2D,Hard,350916,None
0,/Engine/EditorResources/S_ExpoHeightFog,Texture2D,Hard,350928,None
0,/Engine/EditorResources/S_FTest,Texture2D,Hard,30661,None
0,/Engine/EditorResources/S_KBSJoint,Texture2D,Hard,88639,None
0,/Engine/EditorResources/S_KHinge,Texture2D,Hard,88635,None
0,/Engine/EditorResources/S_KPrismatic,Texture2D,Hard,88643,None
0,/Engine/EditorResources/S_LevelSequence,Texture2D,Hard,88748,None
0,/Engine/EditorResources/S_NavP,Texture2D,Hard,350910,None
0,/Engine/EditorResources/S_Note,Texture2D,Hard,350910,None
0,/Engine/EditorResources/S_Player,Texture2D,Hard,350914,None
0,/Engine/EditorResources/S_PortalActorIcon2,Texture2D,Hard,41359,None
0,/Engine/EditorResources/S_RadForce,Texture2D,Hard,176059,None
0,/Engine/EditorResources/S_ReflActorIcon,Texture2D,Hard,41353,None
0,/Engine/EditorResources/S_Solver,Texture2D,Hard,350914,None
0,/Engine/EditorResources/S_Terrain,Texture2D,Hard,350916,None
0,/Engine/EditorResources/S_TextRenderActorIcon,Texture2D,Hard,41365,None
0,/Engine/EditorResources/S_Thruster,Texture2D,Hard,350918,None
0,/Engine/EditorResources/S_Trigger,Texture2D,Hard,350916,None
0,/Engine/EditorResources/S_VectorFieldVol,Texture2D,Hard,88651,None
0,/Engine/EditorResources/S_WindDirectional,Texture2D,Hard,41357,None
0,/Engine/EditorResources/SceneManager,Texture2D,Hard,350922,None
0,/Engine/EditorResources/SequenceRecorder/Countdown,Texture2D,Hard,68749,None
0,/Engine/EditorResources/SequenceRecorder/RecordingIndicator,Texture2D,Hard,1759,None
0,/Engine/EditorResources/SmallFont,Font,Hard,36403,None
0,/Engine/EditorResources/Spline/T_Loft_Spline,Texture2D,Hard,8741,None
0,/Engine/EditorResources/T_EditorHelp,Texture2D,Hard,2499071,None
0,/Engine/EditorSounds/Notifications/CompileFailed,SoundWave,Hard,12391,None
0,/Engine/EditorSounds/Notifications/CompileFailed_Cue,SoundCue,Hard,1870,None
0,/Engine/EditorSounds/Notifications/CompileStart_Cue,SoundCue,Hard,1925,None
0,/Engine/EditorSounds/Notifications/CompileSuccess,SoundWave,Hard,12602,None
0,/Engine/EditorSounds/Notifications/CompileSuccess_Cue,SoundCue,Hard,1876,None
0,/Engine/EngineDamageTypes/DmgTypeBP_Environmental,Blueprint,Hard,1194,None
0,/Engine/EngineDebugMaterials/BoneWeightMaterial,Material,Hard,1205715,None
0,/Engine/EngineDebugMaterials/ClothMaterial,Material,Hard,42016,None
0,/Engine/EngineDebugMaterials/ClothMaterial_WF,Material,Hard,42140,None
0,/Engine/EngineDebugMaterials/DebugEditorMaterial,Material,Hard,9719,None
0,/Engine/EngineDebugMaterials/DebugMeshMaterial,Material,Hard,30009,None
0,/Engine/EngineDebugMaterials/GeomMaterial,Material,Hard,30099,None
0,/Engine/EngineDebugMaterials/HeatmapGradient,Texture2D,Hard,5567,None
0,/Engine/EngineDebugMaterials/LevelColorationLitMaterial,Material,Hard,4166464,None
0,/Engine/EngineDebugMaterials/LevelColorationUnlitMaterial,Material,Hard,268304,None
0,/Engine/EngineDebugMaterials/M_SimpleOpaque,Material,Hard,212502,None
0,/Engine/EngineDebugMaterials/M_SimpleTranslucent,Material,Hard,228353,None
0,/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP,Material,Hard,44028,None
0,/Engine/EngineDebugMaterials/MAT_LevelColorationLitLightmapUV,Material,Hard,4117805,None
0,/Engine/EngineDebugMaterials/ShadedLevelColorationLitMaterial,Material,Hard,4197316,None
0,/Engine/EngineDebugMaterials/ShadedLevelColorationUnlitMateri,Material,Hard,270564,None
0,/Engine/EngineDebugMaterials/VertexColorMaterial,Material,Hard,1379547,None
0,/Engine/EngineDebugMaterials/VertexColorViewMode_AlphaAsColor,Material,Hard,46846,None
0,/Engine/EngineDebugMaterials/VertexColorViewMode_BlueOnly,Material,Hard,46639,None
0,/Engine/EngineDebugMaterials/VertexColorViewMode_ColorOnly,Material,Hard,46421,None
0,/Engine/EngineDebugMaterials/VertexColorViewMode_GreenOnly,Material,Hard,46666,None
0,/Engine/EngineDebugMaterials/VertexColorViewMode_RedOnly,Material,Hard,46623,None
0,/Engine/EngineDebugMaterials/VolumeToRender,VolumeTexture,Hard,9133,None
0,/Engine/EngineDebugMaterials/WireframeMaterial,Material,Hard,375877,None
0,/Engine/EngineFonts/Faces/RobotoBold,FontFace,Hard,164200,None
0,/Engine/EngineFonts/Faces/RobotoBoldItalic,FontFace,Hard,166642,None
0,/Engine/EngineFonts/Faces/RobotoItalic,FontFace,Hard,161502,None
0,/Engine/EngineFonts/Faces/RobotoLight,FontFace,Hard,171306,None
0,/Engine/EngineFonts/Faces/RobotoRegular,FontFace,Hard,159365,None
0,/Engine/EngineFonts/Faces/RobotoTiny,FontFace,Hard,171299,None
0,/Engine/EngineFonts/Roboto,Font,Hard,2527,None
0,/Engine/EngineFonts/RobotoDistanceField,Font,Hard,138929,None
0,/Engine/EngineFonts/RobotoTiny,Font,Hard,1524,None
0,/Engine/EngineFonts/SmallFont,Font,Hard,36498,None
0,/Engine/EngineFonts/TinyFont,Font,Hard,22048,None
0,/Engine/EngineMaterials/BaseFlattenDiffuseMap,Texture2D,Hard,1993,None
0,/Engine/EngineMaterials/BaseFlattenEmissiveMap,Texture2D,Hard,2055,None
0,/Engine/EngineMaterials/BaseFlattenGrayscaleMap,Texture2D,Hard,2664,None
0,/Engine/EngineMaterials/BaseFlattenMaterial,Material,Hard,418297,None
0,/Engine/EngineMaterials/BaseFlattenNormalMap,Texture2D,Hard,1304,None
0,/Engine/EngineMaterials/BlendFunc_DefBase,Texture2D,Hard,1373,None
0,/Engine/EngineMaterials/BlendFunc_DefBlend,Texture2D,Hard,1375,None
0,/Engine/EngineMaterials/BlinkingCaret,Material,Hard,42277,None
0,/Engine/EngineMaterials/BlueNoise,Texture2D,Hard,3671221,None
0,/Engine/EngineMaterials/DefaultBloomKernel,Texture2D,Hard,33555655,None
0,/Engine/EngineMaterials/DefaultBokeh,Texture2D,Hard,23217,None
0,/Engine/EngineMaterials/DefaultDeferredDecalMaterial,Material,Hard,1239604,None
0,/Engine/EngineMaterials/DefaultDiffuse,Texture2D,Hard,627615,None
0,/Engine/EngineMaterials/DefaultLightFunctionMaterial,Material,Hard,8690,None
0,/Engine/EngineMaterials/DefaultMaterial,Material,Hard,1448651,None
0,/Engine/EngineMaterials/DefaultNormal,Texture2D,Hard,1399774,None
0,/Engine/EngineMaterials/DefaultPhysicalMaterial,PhysicalMaterial,Hard,654,None
0,/Engine/EngineMaterials/DefaultPostProcessMaterial,Material,Hard,54146,None
0,/Engine/EngineMaterials/DefaultTextMaterialOpaque,Material,Hard,251138,None
0,/Engine/EngineMaterials/DefaultVirtualTextureMaterial,Material,Hard,1115555,None
0,/Engine/EngineMaterials/DefaultWhiteGrid,Texture2D,Hard,11735,None
0,/Engine/EngineMaterials/DefaultWhiteGrid_Low,Texture2D,Hard,995,None
0,/Engine/EngineMaterials/EditorBrushMaterial,Material,Hard,28703,None
0,/Engine/EngineMaterials/EmissiveMeshMaterial,Material,Hard,31360,None
0,/Engine/EngineMaterials/Good64x64TilingNoiseHighFreq,Texture2D,Hard,5388,None
0,/Engine/EngineMaterials/Grid,Texture2D,Hard,159703,None
0,/Engine/EngineMaterials/Grid_N,Texture2D,Hard,351148,None
0,/Engine/EngineMaterials/HighResolutionScreenshotMaskFunction,MaterialFunction,Hard,939,None
0,/Engine/EngineMaterials/HighResScreenshot,Material,Hard,52885,None
0,/Engine/EngineMaterials/HighResScreenshotCaptureRegion,Material,Hard,37191,None
0,/Engine/EngineMaterials/HighResScreenshotMask,Material,Hard,52702,None
0,/Engine/EngineMaterials/InvalidLightmapSettings,Texture2D,Hard,159741,None
0,/Engine/EngineMaterials/LandscapeHolePhysicalMaterial,PhysicalMaterial,Hard,666,None
0,/Engine/EngineMaterials/M_InvalidLightmapSettings,Material,Hard,429655,None
0,/Engine/EngineMaterials/MiniFont,Texture2D,Hard,3884,None
0,/Engine/EngineMaterials/PaperDiffuse,Texture2D,Hard,1248,None
0,/Engine/EngineMaterials/PaperNormal,Texture2D,Hard,7051,None
0,/Engine/EngineMaterials/PhAT_JointLimitMaterial,Material,Hard,35082,None
0,/Engine/EngineMaterials/PhysMat_Rubber,PhysicalMaterial,Hard,707,None
0,/Engine/EngineMaterials/PreintegratedSkinBRDF,Texture2D,Hard,263125,None
0,/Engine/EngineMaterials/RemoveSurfaceMaterial,Material,Hard,7534,None
0,/Engine/EngineMaterials/T_Default_Material_Grid_M,Texture2D,Hard,159805,None
0,/Engine/EngineMaterials/T_Default_Material_Grid_N,Texture2D,Hard,89006,None
0,/Engine/EngineMaterials/WeightMapPlaceholderTexture,Texture2D,Hard,1049,None
0,/Engine/EngineMaterials/Widget3DPassThrough,Material,Hard,32832,None
0,/Engine/EngineMaterials/Widget3DPassThrough_Masked,MaterialInstanceConstant,Hard,29177,None
0,/Engine/EngineMaterials/Widget3DPassThrough_Masked_OneSided,MaterialInstanceConstant,Hard,25729,None
0,/Engine/EngineMaterials/Widget3DPassThrough_Opaque,MaterialInstanceConstant,Hard,12636,None
0,/Engine/EngineMaterials/Widget3DPassThrough_Opaque_OneSided,MaterialInstanceConstant,Hard,9194,None
0,/Engine/EngineMaterials/Widget3DPassThrough_Translucent,MaterialInstanceConstant,Hard,34891,None
0,/Engine/EngineMaterials/Widget3DPassThrough_Translucent_OneSided,MaterialInstanceConstant,Hard,31453,None
0,/Engine/EngineMaterials/WorldGridMaterial,Material,Hard,4373636,None
0,/Engine/EngineMeshes/Cylinder,StaticMesh,Hard,18451,None
0,/Engine/EngineMeshes/Sphere,StaticMesh,Hard,38699,None
0,/Engine/EngineResources/Black,Texture2D,Hard,1862,None
0,/Engine/EngineResources/DefaultTexture,Texture2D,Hard,11632,None
0,/Engine/EngineResources/DefaultTextureCube,TextureCube,Hard,64086,None
0,/Engine/EngineResources/DefaultVolumeTexture,VolumeTexture,Hard,1333,None
0,/Engine/EngineResources/DefaultVolumeTexture2D,Texture2D,Hard,1477,None
0,/Engine/EngineResources/GradientTexture0,Texture2D,Hard,6861,None
0,/Engine/EngineResources/M_StreamingPause,Material,Hard,42707,None
0,/Engine/EngineResources/StreamingPauseIcon,Texture2D,Hard,3092,None
0,/Engine/EngineResources/WhiteSquareTexture,Texture2D,Hard,1888,None
0,/Engine/EngineSky/BP_Sky_Sphere,Blueprint,Hard,23749,None
0,/Engine/EngineSky/C_Sky_Cloud_Color,CurveLinearColor,Hard,1745,None
0,/Engine/EngineSky/C_Sky_Horizon_Color,CurveLinearColor,Hard,1749,None
0,/Engine/EngineSky/C_Sky_Zenith_Color,CurveLinearColor,Hard,1828,None
0,/Engine/EngineSky/M_Sky_Panning_Clouds2,Material,Hard,21590,None
0,/Engine/EngineSky/SM_SkySphere,StaticMesh,Hard,160639,None
0,/Engine/EngineSky/T_Sky_Blue,Texture2D,Hard,2499287,None
